,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,0.1921784889122567,-0.09985828634292265,0.21092258611086548,3.0419684261755817,-0.03900843445096737,0.6182594420970725,0.7760983875662794,2.484311445456505,-1.2922527768326937,-0.35628023201633835,-1.471095423594833,0.15578294752430955
1,-0.6225398125218542,0.1906587125769904,0.04786998584926408,-0.8877956545242554,0.13530392148630663,-1.257455297369166,-0.11764236315331972,0.07366312974901713,0.693353391842847,-0.0041451382254589515,-0.8955232718494325,0.15578294752430955
2,1.472450105451573,-0.003019286702951454,0.5370277866340692,0.20266244116732268,0.17888201047062513,-0.2893444640962687,-0.9408246335529504,0.4524792936459103,0.42860590268610793,-0.4443140054640583,-0.40217571321051754,0.15578294752430955
3,0.42495514646485993,-0.48721428490280716,-0.11518261441233778,0.5318573379798744,0.5275067223451728,0.7392732962561847,1.1524102826061104,0.6246684590536099,-0.03470220333818416,-0.7964490992549377,-0.5666248994234887,0.15578294752430955
6,-0.7389281412981553,0.3843367118569328,-1.4196034165051516,0.2232371222181071,-0.03900843445096737,-0.2893444640962687,-0.02356438939336192,0.38360362748284577,-0.10088907562736749,-0.18021268512089889,-0.8132986787429469,0.15578294752430955
9,1.472450105451573,-0.5840532845427784,0.7816066870264715,-0.9083703355750398,-0.08258652343528587,-0.4103583182553808,-0.18820084347328805,0.004787463585952607,0.1638584135293717,-0.35628023201633835,0.33784562474785573,0.15578294752430955
10,1.472450105451573,-0.09985828634292265,0.6185540867648697,-0.918657676100432,-0.5619455022627887,-1.438976078607834,-1.7404874105125916,-1.02834752886013,-1.358439649121877,0.6120912759085808,1.1600915558127145,-1.0034428116101795
11,2.0543917493330808,-0.48721428490280716,0.5370277866340692,-0.35285394720385854,-0.47478932429415177,-1.0759345161304976,-0.6585907122730771,0.31472796131978126,-0.36563656478410667,0.34798995556542095,-0.7310740856364614,-1.0034428116101795
12,1.2396734478989708,-0.9714092831026628,0.29244888624166643,-0.9700943787273932,-0.25689887937255956,-1.1364414432100538,-1.4582534892327184,-0.6150935318817047,-0.10088907562736749,1.2283276900426197,0.17339643853488454,-1.0034428116101795
13,-0.27337482619294984,-1.165087282382605,0.5370277866340692,-0.9083703355750398,-0.08258652343528587,0.7997802233357407,0.14107206468656422,-0.890596196534001,2.2818383267832822,0.25995618211770094,1.4889899282386583,1.3150087066587985
14,1.7052267630041773,1.3527267082566437,2.3306063895116877,2.743635550939207,-0.25689887937255956,0.37623173377884817,0.8231373744462582,2.208808780804247,-1.4246265214110634,1.5804627838334995,-0.7310740856364614,-1.0034428116101795
15,-0.27337482619294984,-1.0682482827426338,0.37397518637246735,-0.9083703355750398,-0.6055235912471073,-0.4103583182553808,-0.5880322319531087,-0.8217205303709365,0.3624190303969246,0.5240575024608609,0.6667439971737995,1.3150087066587985
16,-0.6225398125218542,1.9337607060964703,-2.397919018074762,-0.9906690597781778,0.00456965453335113,-0.2893444640962687,-0.8937856466729716,-0.3395908672294083,0.2962321581077413,-1.1485841930458176,-0.8132986787429469,0.15578294752430955
17,-0.7389281412981553,3.676862699615951,1.1892381876804758,-0.9700943787273932,-0.7362578582000626,-0.34985139117582476,-1.4582534892327184,-1.5793528581647227,0.8919140087104029,-0.8844828727026577,1.817888300664602,2.4742344657932875
18,0.6577318040174632,0.5780147111368752,0.7000803868956706,-0.9906690597781778,-0.5619455022627887,-1.0759345161304976,0.7996178810062688,-0.7184070311263014,-0.49801030936247626,0.34798995556542095,0.584519404067314,0.15578294752430955
19,-0.3897631549692509,0.2874977122169616,-1.5826560167667532,0.32611052747202957,-0.08258652343528587,-0.04731675577804436,-0.09412286971333027,0.5902306259720776,0.1638584135293717,0.08388863522226102,-0.8955232718494325,-1.0034428116101795
21,-0.5061514837455521,0.2874977122169616,0.37397518637246735,-0.620324800864057,-0.34405505734119657,-0.9549206619713855,-0.8232271663530032,-0.890596196534001,-0.16707594791655375,-1.2366179664935375,0.33784562474785573,1.3150087066587985
22,-0.04059816864034656,-0.19669728598289385,0.7000803868956706,-0.8672209734734708,0.13530392148630663,0.37623173377884817,-0.3528372975532142,-0.2707152010663438,1.81853022075899,-0.09217891167317892,-0.0732773407845737,2.4742344657932875
23,0.8905084615700655,3.773701699255922,-1.5826560167667532,-0.9083703355750398,1.224756146094268,-0.591879099494049,0.7290594006863005,-0.02965036949557966,-0.9613184153867712,0.171922408669981,-1.0599724580624037,-1.0034428116101795
24,-0.27337482619294984,-0.09985828634292265,0.6185540867648697,-0.9495196976766088,0.2660381884392618,-1.1364414432100538,0.11755257124657477,0.4524792936459103,1.4875958593130645,-0.18021268512089889,-0.4844003063170031,0.15578294752430955
25,0.1921784889122567,-0.29353628562286505,-0.11518261441233778,0.6347307432337969,0.00456965453335113,1.2838356399721893,2.540060395565488,0.5902306259720776,0.3624190303969246,0.08388863522226102,-0.1555019338910593,0.15578294752430955
26,0.07579016013595559,-0.3903752852628362,0.12939628598006456,-1.0112437408289623,0.2660381884392618,0.013190171301511715,0.21163054500653258,-0.2707152010663438,1.6861564761806205,-0.4443140054640583,-0.4844003063170031,0.15578294752430955
27,0.1921784889122567,-0.003019286702951454,0.45550148650326827,0.5730067000814433,0.22246009945494333,-0.1683306099371565,0.09403307780658532,0.7968576244612712,1.2228483701563253,0.34798995556542095,-0.0732773407845737,0.15578294752430955
28,0.6577318040174632,-0.09985828634292265,1.1892381876804758,-0.9906690597781778,0.04814774351766963,-1.0759345161304976,-0.11764236315331972,-0.8217205303709365,-0.03470220333818416,-0.0041451382254589515,0.8311931833867707,0.15578294752430955
29,0.42495514646485993,0.3843367118569328,0.21092258611086548,-0.8054969303211174,-0.5619455022627887,0.13420402546062388,-0.5409932450731298,-1.0972231950231945,-0.6303840539408458,1.9325978776243784,1.4067653351321727,1.3150087066587985
30,1.9380034205567795,-0.3903752852628362,0.45550148650326827,0.9227762779447798,-0.08258652343528587,-0.8944137348918294,0.11755257124657477,1.2445494545212288,0.0314846689510021,0.34798995556542095,-0.4844003063170031,0.15578294752430955
31,1.7052267630041773,-1.358765281662547,0.04786998584926408,-0.9906690597781778,-0.16974270140392256,-1.6810037869260583,-2.116799305552423,-0.13296386874021468,1.81853022075899,-0.7964490992549377,-0.3199511201040319,0.15578294752430955
32,0.6577318040174632,-0.29353628562286505,0.21092258611086548,-0.7952095897957251,0.17888201047062513,-0.22883753701671258,-0.8702661532329821,-0.6150935318817047,-0.03470220333818416,-0.4443140054640583,0.17339643853488454,0.15578294752430955
33,-0.7389281412981553,-1.5524432809424895,0.04786998584926408,-0.9083703355750398,-0.03900843445096737,0.4972455879379603,-0.4704347647531614,0.03922529666748487,1.4875958593130645,0.171922408669981,-1.306646237381862,0.15578294752430955
34,-1.204481456403362,-0.09985828634292265,-1.093498215981948,1.8589242657554739,-0.08258652343528587,-0.7733998807327173,0.9877738285261843,0.8312954575428034,1.1566614978671421,-1.0605504195980977,-0.3199511201040319,-1.0034428116101795
35,0.5413434752411611,-0.003019286702951454,0.7816066870264715,-0.8672209734734708,1.4862246800001788,-0.8339068078122733,-0.32931780411322475,-1.1316610281047268,-0.03470220333818416,-0.6203815523594982,1.817888300664602,-1.0034428116101795
36,-0.3897631549692509,1.0622097093367306,-0.8489193155895455,-0.10595777459444465,0.22246009945494333,-0.591879099494049,0.2821890253265009,-0.13296386874021468,0.2962321581077413,-1.2366179664935375,-0.4844003063170031,-1.0034428116101795
